,name_product,color,description,cloth_path,material,price,rates,url
369,Designed for Training Tee,Pulse Lime S22,"Whether you're going after that extra rep in the gym or fitting in a quick session at home, the Designed for Training Tee will help you make it count.   Lift, pull, and push yourself to your limits, fully supported by dynamic cutlines and stretchy elastane that enables freedom of movement in upper body strength training. Tactical seam placement on the shoulders, arms and side body help to prevent chafing, while a unique lift panel will help you reach your gains without restriction. Using sweat-wicking or absorbent materials, adidas AEROREADY products keep you feeling dry as you move.",Cloth/001391_1.jpg,"81% recycled polyester, 14% lyocell, 5% elastane single jersey",$35,4.7,https://www.adidas.com/us/designed-for-training-tee/HB9203.html
370,Splatter-Print Polo Shirt,Bliss Lilac F22 / White,"For your next round, liven up your look. This adidas golf polo shirt features a pattern that stands out on fairways and greens. The lightweight, stretchy build ensures a full range of motion, and breathable mesh ensures an airy feel when the course heats up.",Cloth/001394_1.jpg,"92% recycled polyester, 8% elastane mesh",$85,4.8,https://www.adidas.com/us/splatter-print-polo-shirt/HN7137.html
371,Mini Disc Back Graphic Tee,Black,"Take it back to the 2000s with this adidas tee. While the Trefoil remains timeless, the vibrant mini disc graphic is definitely a throwback. Made with a soft cotton single jersey, this tee is a comfortable way to show your appreciation for media of the past.  We partner with Better Cotton to improve cotton farming globally. Better Cotton makes global cotton production better for the people who produce it, better for the environment it grows in, and better for the sector's future.   Better Cotton is sourced via a chain of custody model called mass balance. This means that Better Cotton is not physically traceable to end products, however, Better Cotton Farmers benefit from the demand for Better Cotton in equivalent volumes to those we ""source.""   Find out more here: bettercotton.org/learnmore",Cloth/001397_1.jpg,100% cotton single jersey,$35,5.0,https://www.adidas.com/us/mini-disc-back-graphic-tee/IN8731.html
372,Chicago Fire 23/24 Away Authentic Jersey,White / Night Sky,"When Chicago Fire players run out onto the field, they're representing their city as well as their club. The design on this vibrant adidas authentic soccer jersey shares its colors with both the team crest and the Chicago flag. Created for fleet-footed play, it includes moisture-wicking AEROREADY and low-resistance, lightweight details. Signoffs on the side and back neck show your pride in the Fire.",Cloth/001398_1.jpg,100% recycled polyester mock eyelet,$150,5.0,https://www.adidas.com/us/chicago-fire-23-24-away-authentic-jersey/HI1856.html
373,Adicolor Classics Beckenbauer Track Jacket,Dark Green,"Sometimes history just gets it right. Taken straight from the adidas archives, this signature track jacket nails a timeless look. With its slim fit and supremely soft cotton blend, you'll find you want to wear it every day. Our favorite part: the stand-up collar for that dash of sport attitude.  A minimum of 70% of this product is a blend of recycled and renewable materials.",Cloth/001401_1.jpg,"52% cotton, 48% recycled polyester doubleknit",$80,4.8,https://www.adidas.com/us/adicolor-classics-beckenbauer-track-jacket/IA4777.html
374,Train Essentials Prime Training Tee,Black / White,"You will see results if you train consistently. Throw on this adidas workout t-shirt and head to the gym. It gives you full coverage, even when you reach your arms up for shoulder presses or pull-ups. The breathable fabric feels soft to the touch, and AEROREADY keeps you dry.  Made with a series of recycled materials, and at least 70% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/001403_1.jpg,"70% recycled polyester, 30% cotton single jersey",$90,4.4,https://www.adidas.com/us/train-essentials-prime-training-tee/IC7433.html
375,Tennis HEAT.RDY FreeLift Pro Polo Shirt,Black,"Half a century on from the formation of the WTA and the Battle of the Sexes, this adidas tennis polo shirt celebrates the good that can come from disrupting the status quo. Flashing an appropriately adventurous print on its mesh sleeves, this slim-fitting top is made for the spotlight. Its FreeLift design keeps aerial play comfortable, and HEAT.RDY ensures you stay cool when it's time to make a difference.  Made with a series of recycled materials, and at least 70% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/001404_1.jpg,Body: 100% recycled polyester doubleknit,$160,4.8,https://www.adidas.com/us/tennis-heat.rdy-freelift-pro-polo-shirt/IB5489.html
376,Adicolor Classics 3-Stripes Polo Shirt,Black,"Refresh your everyday wardrobe with this versatile Adicolor polo shirt. Crafted from a soft cotton fabric, this comfortable piece is perfect for a day at the park or an evening out to dinner. 3-Stripes down the arms and a classic Trefoil logo add the brand's signature touch. Contrast details on the collar and sleeves reinvent the vintage style.  We partner with Better Cotton to improve cotton farming globally. Better Cotton makes global cotton production better for the people who produce it, better for the environment it grows in, and better for the sector's future.   Better Cotton is sourced via a chain of custody model called mass balance. This means that Better Cotton is not physically traceable to end products, however, Better Cotton Farmers benefit from the demand for Better Cotton in equivalent volumes to those we ""source.""   Find out more here: bettercotton.org/learnmore",Cloth/001405_1.jpg,100% cotton pique,$60,4.9,https://www.adidas.com/us/adicolor-classics-3-stripes-polo-shirt/IL2501.html
377,City Escape Tee,White / Lucid Lemon,"Add some attitude to your urban adventuring. This loose-fitting adidas t-shirt features a bold print that balances out an otherwise neutral look. Show off every angle or just a hint under a hoodie or bomber jacket. Made from lightweight jersey, this tee feels comfortable through slow days on the couch and invigorating trips to the city.   Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/001407_1.jpg,100% recycled polyester single jersey,$100,4.4,https://www.adidas.com/us/city-escape-tee/IA3083.html
378,Trae HC Graphic Tee,Black,Trae Young delivers one electric performance after the other. This adidas basketball t-shirt nods to his high-voltage offensive firepower and fearless approach. It's made of soft and lightweight cotton to keep you comfortable whether you're kicking back with friends or getting shots up before the big game.  Our cotton products support more sustainable cotton farming.,Cloth/001409_1.jpg,100% cotton single jersey,$95,5.0,https://www.adidas.com/us/trae-hc-graphic-tee/IC2394.html
379,Trefoil Essentials Tee,Wonder White F21,"Keep it simple with the adidas Trefoil Essentials tee. Taking minimalist cues from vintage design, this tee exudes effortless style. The look features an embroidered Trefoil logo on a soft cotton single jersey material. Perfect for everyday casual wear, this is sure to become a wardrobe staple.  We partner with Better Cotton to improve cotton farming globally. Better Cotton makes global cotton production better for the people who produce it, better for the environment it grows in, and better for the sector's future.   Better Cotton is sourced via a chain of custody model called mass balance. This means that Better Cotton is not physically traceable to end products, however, Better Cotton Farmers benefit from the demand for Better Cotton in equivalent volumes to those we ""source.""   Find out more here: bettercotton.org/learnmore",Cloth/001410_1.jpg,100% cotton single jersey,$30,4.8,https://www.adidas.com/us/trefoil-essentials-tee/IL2509.html
380,Adicross Long Sleeve Golf Polo Shirt,Lucid Blue,Show off your on-course swagger in this adidas golf polo shirt. It's made of a breathable moisture-wicking fabric to keep you comfortable while you get through a round of golf with friends or work on shaving strokes. The all-organic cotton build ensures a soft feel.,Cloth/001413_1.jpg,100% organic cotton single jersey,$65,4.8,https://www.adidas.com/us/adicross-long-sleeve-golf-polo-shirt/HS5619.html
381,MV Allover Print Jersey,Black,"You call the shots. This adidas jersey sports an allover graphic that's a modern interpretation of an iconic referee print from our archives. Made with recycled polyester doubleknit for a soft feel, it fits just right for a look that represents your love of all things athletic. A Trefoil out front keeps the vibe classic.   A minimum of 70% of this product is a blend of recycled and renewable materials.",Cloth/001414_1.jpg,100% recycled polyester doubleknit,$60,5.0,https://www.adidas.com/us/mv-allover-print-jersey/IL2343.html
382,City Escape Tee,Solar Red,"Inspired by the spirit of adventure, this all element tee from adidas takes you where you need to be — fresh air, cool breeze, even an evening mist. The water repellent finish lets you keep dry and take on whatever the day may bring. A smartly placed cargo pocket lets you keep the essentials on you while staying hands-free.  This garment is made with a yarn which contains 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean. This garment contains at least 70% recycled content in total.",Cloth/001415_1.jpg,100% recycled polyester plain weave,$90,4.6,https://www.adidas.com/us/city-escape-tee/IC3732.html
